index,split,label,activity,source_activity,session_id,source_csv,start_frame,end_frame,label_source,event_phase,include_in_training,overlap_seconds,overlap_fraction,window_start_s,window_end_s,exclude_reason,annotation_confidence,quality_flags,method_version
1442,train,1,standing,standing,standing__standing_20260716_132658_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132658_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1443,train,1,standing,standing,standing__standing_20260716_132713_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132713_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1444,train,1,standing,standing,standing__standing_20260716_132713_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132713_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1445,train,1,standing,standing,standing__standing_20260716_132713_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132713_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1446,train,1,standing,standing,standing__standing_20260716_132713_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132713_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1447,train,1,standing,standing,standing__standing_20260716_132713_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132713_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1453,train,1,standing,standing,standing__standing_20260716_132752_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132752_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1454,train,1,standing,standing,standing__standing_20260716_132752_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132752_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1455,train,1,standing,standing,standing__standing_20260716_132752_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132752_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1456,train,1,standing,standing,standing__standing_20260716_132752_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132752_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1457,train,1,standing,standing,standing__standing_20260716_132752_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132752_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1458,train,1,standing,standing,standing__standing_20260716_132808_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132808_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1459,train,1,standing,standing,standing__standing_20260716_132808_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132808_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1460,train,1,standing,standing,standing__standing_20260716_132808_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132808_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1461,train,1,standing,standing,standing__standing_20260716_132808_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132808_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1462,train,1,standing,standing,standing__standing_20260716_132808_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132808_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1463,train,1,standing,standing,standing__standing_20260716_132822_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132822_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1464,train,1,standing,standing,standing__standing_20260716_132822_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132822_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1465,train,1,standing,standing,standing__standing_20260716_132822_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132822_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1466,train,1,standing,standing,standing__standing_20260716_132822_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132822_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1467,train,1,standing,standing,standing__standing_20260716_132822_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132822_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1473,train,1,standing,standing,standing__standing_20260716_132855_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132855_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1474,train,1,standing,standing,standing__standing_20260716_132855_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132855_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1475,train,1,standing,standing,standing__standing_20260716_132855_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132855_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1476,train,1,standing,standing,standing__standing_20260716_132855_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132855_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1477,train,1,standing,standing,standing__standing_20260716_132855_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132855_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1478,train,1,standing,standing,standing__standing_20260716_132939_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132939_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1479,train,1,standing,standing,standing__standing_20260716_132939_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132939_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1480,train,1,standing,standing,standing__standing_20260716_132939_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132939_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1481,train,1,standing,standing,standing__standing_20260716_132939_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132939_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1492,train,1,standing,standing,standing__standing_20260716_133024_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133024_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1493,train,1,standing,standing,standing__standing_20260716_133024_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133024_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1494,train,1,standing,standing,standing__standing_20260716_133024_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133024_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1495,train,1,standing,standing,standing__standing_20260716_133024_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133024_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1496,train,1,standing,standing,standing__standing_20260716_133024_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133024_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1497,train,1,standing,standing,standing__standing_20260716_133038_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133038_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1498,train,1,standing,standing,standing__standing_20260716_133038_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133038_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1499,train,1,standing,standing,standing__standing_20260716_133038_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133038_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1500,train,1,standing,standing,standing__standing_20260716_133038_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133038_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1501,train,1,standing,standing,standing__standing_20260716_133038_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133038_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1502,train,1,standing,standing,standing__standing_20260716_133059_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133059_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1503,train,1,standing,standing,standing__standing_20260716_133059_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133059_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1504,train,1,standing,standing,standing__standing_20260716_133059_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133059_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1505,train,1,standing,standing,standing__standing_20260716_133059_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133059_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1506,train,1,standing,standing,standing__standing_20260716_133059_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133059_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1507,train,1,standing,standing,standing__standing_20260716_133145_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133145_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1508,train,1,standing,standing,standing__standing_20260716_133145_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133145_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1509,train,1,standing,standing,standing__standing_20260716_133145_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133145_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1510,train,1,standing,standing,standing__standing_20260716_133145_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133145_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1511,train,1,standing,standing,standing__standing_20260716_133145_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133145_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1512,train,1,standing,standing,standing__standing_20260716_133230_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133230_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1513,train,1,standing,standing,standing__standing_20260716_133230_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133230_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1514,train,1,standing,standing,standing__standing_20260716_133230_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133230_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1515,train,1,standing,standing,standing__standing_20260716_133230_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133230_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1516,train,1,standing,standing,standing__standing_20260716_133230_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133230_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1522,train,1,standing,standing,standing__standing_20260716_133300_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133300_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1523,train,1,standing,standing,standing__standing_20260716_133300_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133300_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1524,train,1,standing,standing,standing__standing_20260716_133300_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133300_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1525,train,1,standing,standing,standing__standing_20260716_133300_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133300_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1526,train,1,standing,standing,standing__standing_20260716_133300_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133300_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1527,train,1,standing,standing,standing__standing_20260716_133314_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133314_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1528,train,1,standing,standing,standing__standing_20260716_133314_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133314_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1529,train,1,standing,standing,standing__standing_20260716_133314_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133314_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1530,train,1,standing,standing,standing__standing_20260716_133314_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133314_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1531,train,1,standing,standing,standing__standing_20260716_133314_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133314_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1537,train,1,standing,standing,standing__standing_20260716_133356_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133356_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1538,train,1,standing,standing,standing__standing_20260716_133356_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133356_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1539,train,1,standing,standing,standing__standing_20260716_133356_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133356_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1540,train,1,standing,standing,standing__standing_20260716_133356_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133356_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1541,train,1,standing,standing,standing__standing_20260716_133356_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133356_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1542,train,1,standing,standing,standing__standing_20260716_133409_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133409_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1543,train,1,standing,standing,standing__standing_20260716_133409_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133409_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1544,train,1,standing,standing,standing__standing_20260716_133409_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133409_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1545,train,1,standing,standing,standing__standing_20260716_133409_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133409_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1546,train,1,standing,standing,standing__standing_20260716_133409_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133409_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1547,train,1,standing,standing,standing__standing_20260716_133528_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133528_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1548,train,1,standing,standing,standing__standing_20260716_133528_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133528_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1549,train,1,standing,standing,standing__standing_20260716_133528_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133528_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1550,train,1,standing,standing,standing__standing_20260716_133528_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133528_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1551,train,1,standing,standing,standing__standing_20260716_133528_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133528_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1552,train,1,standing,standing,standing__standing_20260716_133547_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133547_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1553,train,1,standing,standing,standing__standing_20260716_133547_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133547_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1554,train,1,standing,standing,standing__standing_20260716_133547_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133547_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1555,train,1,standing,standing,standing__standing_20260716_133547_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133547_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1556,train,1,standing,standing,standing__standing_20260716_133547_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133547_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1562,train,1,standing,standing,standing__standing_20260717_145758_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145758_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1563,train,1,standing,standing,standing__standing_20260717_145758_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145758_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1564,train,1,standing,standing,standing__standing_20260717_145758_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145758_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1565,train,1,standing,standing,standing__standing_20260717_145758_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145758_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1566,train,1,standing,standing,standing__standing_20260717_145758_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145758_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1571,train,1,standing,standing,standing__standing_20260717_145826_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145826_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1572,train,1,standing,standing,standing__standing_20260717_145826_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145826_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1573,train,1,standing,standing,standing__standing_20260717_145826_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145826_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1574,train,1,standing,standing,standing__standing_20260717_145826_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145826_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1575,train,1,standing,standing,standing__standing_20260717_145826_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145826_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1576,train,1,standing,standing,standing__standing_20260717_145842_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145842_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1577,train,1,standing,standing,standing__standing_20260717_145842_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145842_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1578,train,1,standing,standing,standing__standing_20260717_145842_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145842_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1579,train,1,standing,standing,standing__standing_20260717_145842_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145842_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1580,train,1,standing,standing,standing__standing_20260717_145842_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145842_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1581,train,1,standing,standing,standing__standing_20260717_145855_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145855_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1582,train,1,standing,standing,standing__standing_20260717_145855_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145855_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1583,train,1,standing,standing,standing__standing_20260717_145855_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145855_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1584,train,1,standing,standing,standing__standing_20260717_145855_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145855_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1585,train,1,standing,standing,standing__standing_20260717_145855_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145855_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1586,train,1,standing,standing,standing__standing_20260717_145919_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145919_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1587,train,1,standing,standing,standing__standing_20260717_145919_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145919_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1588,train,1,standing,standing,standing__standing_20260717_145919_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145919_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1589,train,1,standing,standing,standing__standing_20260717_145919_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145919_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1590,train,1,standing,standing,standing__standing_20260717_145919_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145919_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1591,train,1,standing,standing,standing__standing_20260717_145931_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145931_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1592,train,1,standing,standing,standing__standing_20260717_145931_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145931_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1593,train,1,standing,standing,standing__standing_20260717_145931_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145931_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1594,train,1,standing,standing,standing__standing_20260717_145931_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145931_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1595,train,1,standing,standing,standing__standing_20260717_145931_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145931_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1596,train,1,standing,standing,standing__standing_20260717_145943_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145943_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1597,train,1,standing,standing,standing__standing_20260717_145943_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145943_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1598,train,1,standing,standing,standing__standing_20260717_145943_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145943_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1599,train,1,standing,standing,standing__standing_20260717_145943_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145943_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1600,train,1,standing,standing,standing__standing_20260717_145943_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145943_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1601,train,1,standing,standing,standing__standing_20260717_145957_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145957_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1602,train,1,standing,standing,standing__standing_20260717_145957_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145957_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1603,train,1,standing,standing,standing__standing_20260717_145957_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145957_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1604,train,1,standing,standing,standing__standing_20260717_145957_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145957_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1605,train,1,standing,standing,standing__standing_20260717_145957_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145957_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1606,train,1,standing,standing,standing__standing_20260717_150019_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150019_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1607,train,1,standing,standing,standing__standing_20260717_150019_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150019_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1608,train,1,standing,standing,standing__standing_20260717_150019_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150019_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1609,train,1,standing,standing,standing__standing_20260717_150019_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150019_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1610,train,1,standing,standing,standing__standing_20260717_150019_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150019_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1611,train,1,standing,standing,standing__standing_20260717_150034_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150034_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1612,train,1,standing,standing,standing__standing_20260717_150034_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150034_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
1613,train,1,standing,standing,standing__standing_20260717_150034_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150034_20hz.csv,30,59,legacy_folder,legacy,True,,,1.5,3.0,,,,
1614,train,1,standing,standing,standing__standing_20260717_150034_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150034_20hz.csv,45,74,legacy_folder,legacy,True,,,2.25,3.75,,,,
1615,train,1,standing,standing,standing__standing_20260717_150034_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150034_20hz.csv,60,89,legacy_folder,legacy,True,,,3.0,4.5,,,,
1621,train,1,standing,standing,standing__standing_20260717_150114_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150114_20hz.csv,0,29,legacy_folder,legacy,True,,,0.0,1.5,,,,
1622,train,1,standing,standing,standing__standing_20260717_150114_20hz,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150114_20hz.csv,15,44,legacy_folder,legacy,True,,,0.75,2.25,,,,
