source_session_id,canonical_label,canonical_label_id,source_activity,outer_fold,split_protocol,source_csv,session_window_count,walking_windows,standing_windows,sitting_windows,fall_windows
standing_20260714_142132_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142132_20hz.csv,5,0,5,0,0
standing_20260714_142142_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142142_20hz.csv,5,0,5,0,0
standing_20260714_142153_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142153_20hz.csv,5,0,5,0,0
standing_20260714_142204_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142204_20hz.csv,5,0,5,0,0
standing_20260714_142214_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142214_20hz.csv,5,0,5,0,0
standing_20260714_142226_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142226_20hz.csv,5,0,5,0,0
standing_20260714_142236_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142236_20hz.csv,5,0,5,0,0
standing_20260714_142247_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142247_20hz.csv,5,0,5,0,0
standing_20260714_142258_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142258_20hz.csv,5,0,5,0,0
standing_20260714_142312_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142312_20hz.csv,5,0,5,0,0
standing_20260714_142322_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142322_20hz.csv,5,0,5,0,0
standing_20260714_142342_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142342_20hz.csv,5,0,5,0,0
standing_20260714_142351_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142351_20hz.csv,5,0,5,0,0
standing_20260714_142400_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142400_20hz.csv,5,0,5,0,0
standing_20260714_142408_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142408_20hz.csv,5,0,5,0,0
standing_20260714_142417_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142417_20hz.csv,5,0,5,0,0
standing_20260714_142458_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142458_20hz.csv,5,0,5,0,0
standing_20260714_142507_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142507_20hz.csv,5,0,5,0,0
standing_20260714_142517_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142517_20hz.csv,5,0,5,0,0
standing_20260714_142547_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142547_20hz.csv,5,0,5,0,0
standing_20260714_142556_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142556_20hz.csv,5,0,5,0,0
standing_20260714_142605_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142605_20hz.csv,5,0,5,0,0
standing_20260714_142627_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142627_20hz.csv,5,0,5,0,0
standing_20260714_142636_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260714_142636_20hz.csv,5,0,5,0,0
standing_20260716_132310_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132310_20hz.csv,5,0,5,0,0
standing_20260716_132349_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132349_20hz.csv,5,0,5,0,0
standing_20260716_132406_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132406_20hz.csv,5,0,5,0,0
standing_20260716_132459_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132459_20hz.csv,5,0,5,0,0
standing_20260716_132517_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132517_20hz.csv,5,0,5,0,0
standing_20260716_132530_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132530_20hz.csv,5,0,5,0,0
standing_20260716_132548_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132548_20hz.csv,5,0,5,0,0
standing_20260716_132605_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132605_20hz.csv,5,0,5,0,0
standing_20260716_132622_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132622_20hz.csv,5,0,5,0,0
standing_20260716_132638_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132638_20hz.csv,5,0,5,0,0
standing_20260716_132658_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132658_20hz.csv,5,0,5,0,0
standing_20260716_132713_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132713_20hz.csv,5,0,5,0,0
standing_20260716_132728_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132728_20hz.csv,5,0,5,0,0
standing_20260716_132752_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132752_20hz.csv,5,0,5,0,0
standing_20260716_132808_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132808_20hz.csv,5,0,5,0,0
standing_20260716_132822_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132822_20hz.csv,5,0,5,0,0
standing_20260716_132839_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132839_20hz.csv,5,0,5,0,0
standing_20260716_132855_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132855_20hz.csv,5,0,5,0,0
standing_20260716_132939_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132939_20hz.csv,4,0,4,0,0
standing_20260716_132954_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_132954_20hz.csv,5,0,5,0,0
standing_20260716_133007_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133007_20hz.csv,5,0,5,0,0
standing_20260716_133024_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133024_20hz.csv,5,0,5,0,0
standing_20260716_133038_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133038_20hz.csv,5,0,5,0,0
standing_20260716_133059_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133059_20hz.csv,5,0,5,0,0
standing_20260716_133145_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133145_20hz.csv,5,0,5,0,0
standing_20260716_133230_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133230_20hz.csv,5,0,5,0,0
standing_20260716_133244_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133244_20hz.csv,5,0,5,0,0
standing_20260716_133300_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133300_20hz.csv,5,0,5,0,0
standing_20260716_133314_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133314_20hz.csv,5,0,5,0,0
standing_20260716_133336_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133336_20hz.csv,5,0,5,0,0
standing_20260716_133356_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133356_20hz.csv,5,0,5,0,0
standing_20260716_133409_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133409_20hz.csv,5,0,5,0,0
standing_20260716_133528_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133528_20hz.csv,5,0,5,0,0
standing_20260716_133547_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133547_20hz.csv,5,0,5,0,0
standing_20260716_133711_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260716_133711_20hz.csv,5,0,5,0,0
standing_20260717_145758_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145758_20hz.csv,5,0,5,0,0
standing_20260717_145810_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145810_20hz.csv,4,0,4,0,0
standing_20260717_145826_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145826_20hz.csv,5,0,5,0,0
standing_20260717_145842_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145842_20hz.csv,5,0,5,0,0
standing_20260717_145855_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145855_20hz.csv,5,0,5,0,0
standing_20260717_145919_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145919_20hz.csv,5,0,5,0,0
standing_20260717_145931_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145931_20hz.csv,5,0,5,0,0
standing_20260717_145943_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145943_20hz.csv,5,0,5,0,0
standing_20260717_145957_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_145957_20hz.csv,5,0,5,0,0
standing_20260717_150019_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150019_20hz.csv,5,0,5,0,0
standing_20260717_150034_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150034_20hz.csv,5,0,5,0,0
standing_20260717_150103_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150103_20hz.csv,5,0,5,0,0
standing_20260717_150114_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150114_20hz.csv,5,0,5,0,0
standing_20260717_150206_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150206_20hz.csv,5,0,5,0,0
standing_20260717_150221_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150221_20hz.csv,5,0,5,0,0
standing_20260717_150241_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150241_20hz.csv,5,0,5,0,0
standing_20260717_150257_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150257_20hz.csv,5,0,5,0,0
standing_20260717_150312_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150312_20hz.csv,5,0,5,0,0
standing_20260717_150330_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150330_20hz.csv,5,0,5,0,0
standing_20260717_150533_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150533_20hz.csv,5,0,5,0,0
standing_20260717_150555_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150555_20hz.csv,5,0,5,0,0
standing_20260717_150613_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150613_20hz.csv,5,0,5,0,0
standing_20260717_150628_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150628_20hz.csv,5,0,5,0,0
standing_20260717_150643_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150643_20hz.csv,5,0,5,0,0
standing_20260717_150656_20hz,standing,1,standing,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150656_20hz.csv,5,0,5,0,0
standing_20260717_150805_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150805_20hz.csv,5,0,5,0,0
standing_20260717_150824_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150824_20hz.csv,5,0,5,0,0
standing_20260717_150842_20hz,standing,1,standing,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150842_20hz.csv,5,0,5,0,0
standing_20260717_150900_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150900_20hz.csv,5,0,5,0,0
standing_20260717_150916_20hz,standing,1,standing,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_150916_20hz.csv,5,0,5,0,0
standing_20260717_151033_20hz,standing,1,standing,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/standing_20260717_151033_20hz.csv,5,0,5,0,0
walking_20260715_132014_20hz,walking,0,walking,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132014_20hz.csv,4,4,0,0,0
walking_20260715_132116_20hz,walking,0,walking,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132116_20hz.csv,5,5,0,0,0
walking_20260715_132127_20hz,walking,0,walking,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132127_20hz.csv,5,5,0,0,0
walking_20260715_132139_20hz,walking,0,walking,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132139_20hz.csv,5,5,0,0,0
walking_20260715_132151_20hz,walking,0,walking,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132151_20hz.csv,5,5,0,0,0
walking_20260715_132209_20hz,walking,0,walking,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132209_20hz.csv,5,5,0,0,0
walking_20260715_132218_20hz,walking,0,walking,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132218_20hz.csv,5,5,0,0,0
walking_20260715_132228_20hz,walking,0,walking,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132228_20hz.csv,5,5,0,0,0
walking_20260715_132237_20hz,walking,0,walking,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132237_20hz.csv,5,5,0,0,0
walking_20260715_132247_20hz,walking,0,walking,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132247_20hz.csv,5,5,0,0,0
walking_20260715_132314_20hz,walking,0,walking,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132314_20hz.csv,5,5,0,0,0
walking_20260715_132323_20hz,walking,0,walking,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132323_20hz.csv,5,5,0,0,0
walking_20260715_132332_20hz,walking,0,walking,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132332_20hz.csv,5,5,0,0,0
walking_20260715_132341_20hz,walking,0,walking,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132341_20hz.csv,5,5,0,0,0
walking_20260715_132351_20hz,walking,0,walking,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132351_20hz.csv,5,5,0,0,0
walking_20260715_132444_20hz,walking,0,walking,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132444_20hz.csv,5,5,0,0,0
walking_20260715_132456_20hz,walking,0,walking,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132456_20hz.csv,5,5,0,0,0
walking_20260715_132509_20hz,walking,0,walking,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132509_20hz.csv,5,5,0,0,0
walking_20260715_132541_20hz,walking,0,walking,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132541_20hz.csv,4,4,0,0,0
walking_20260715_132611_20hz,walking,0,walking,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132611_20hz.csv,5,5,0,0,0
walking_20260715_132825_20hz,walking,0,walking,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132825_20hz.csv,3,3,0,0,0
walking_20260715_132836_20hz,walking,0,walking,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132836_20hz.csv,5,5,0,0,0
walking_20260715_132917_20hz,walking,0,walking,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132917_20hz.csv,5,5,0,0,0
walking_20260715_132929_20hz,walking,0,walking,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132929_20hz.csv,5,5,0,0,0
walking_20260715_132941_20hz,walking,0,walking,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132941_20hz.csv,5,5,0,0,0
walking_20260715_132953_20hz,walking,0,walking,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_132953_20hz.csv,3,3,0,0,0
walking_20260715_133010_20hz,walking,0,walking,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133010_20hz.csv,3,3,0,0,0
walking_20260715_133039_20hz,walking,0,walking,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133039_20hz.csv,5,5,0,0,0
walking_20260715_133054_20hz,walking,0,walking,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133054_20hz.csv,5,5,0,0,0
walking_20260715_133119_20hz,walking,0,walking,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133119_20hz.csv,5,5,0,0,0
walking_20260715_133128_20hz,walking,0,walking,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133128_20hz.csv,2,2,0,0,0
walking_20260715_133138_20hz,walking,0,walking,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133138_20hz.csv,5,5,0,0,0
walking_20260715_133153_20hz,walking,0,walking,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133153_20hz.csv,5,5,0,0,0
walking_20260715_133202_20hz,walking,0,walking,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133202_20hz.csv,3,3,0,0,0
walking_20260715_133312_20hz,walking,0,walking,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133312_20hz.csv,5,5,0,0,0
walking_20260715_133322_20hz,walking,0,walking,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133322_20hz.csv,4,4,0,0,0
walking_20260715_133333_20hz,walking,0,walking,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133333_20hz.csv,5,5,0,0,0
walking_20260715_133344_20hz,walking,0,walking,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133344_20hz.csv,5,5,0,0,0
walking_20260715_133354_20hz,walking,0,walking,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133354_20hz.csv,5,5,0,0,0
walking_20260715_133404_20hz,walking,0,walking,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133404_20hz.csv,5,5,0,0,0
walking_20260715_133416_20hz,walking,0,walking,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133416_20hz.csv,5,5,0,0,0
walking_20260715_133425_20hz,walking,0,walking,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133425_20hz.csv,5,5,0,0,0
walking_20260715_133435_20hz,walking,0,walking,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133435_20hz.csv,5,5,0,0,0
walking_20260715_133445_20hz,walking,0,walking,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133445_20hz.csv,5,5,0,0,0
walking_20260715_133456_20hz,walking,0,walking,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133456_20hz.csv,5,5,0,0,0
walking_20260715_133507_20hz,walking,0,walking,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133507_20hz.csv,5,5,0,0,0
walking_20260715_133516_20hz,walking,0,walking,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133516_20hz.csv,5,5,0,0,0
walking_20260715_133526_20hz,walking,0,walking,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133526_20hz.csv,5,5,0,0,0
walking_20260715_133536_20hz,walking,0,walking,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133536_20hz.csv,5,5,0,0,0
walking_20260715_133749_20hz,walking,0,walking,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133749_20hz.csv,5,5,0,0,0
walking_20260715_133803_20hz,walking,0,walking,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133803_20hz.csv,5,5,0,0,0
walking_20260715_133827_20hz,walking,0,walking,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133827_20hz.csv,5,5,0,0,0
walking_20260715_133839_20hz,walking,0,walking,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133839_20hz.csv,5,5,0,0,0
walking_20260715_133852_20hz,walking,0,walking,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_133852_20hz.csv,5,5,0,0,0
walking_20260715_134027_20hz,walking,0,walking,1,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_134027_20hz.csv,5,5,0,0,0
walking_20260715_134127_20hz,walking,0,walking,2,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_134127_20hz.csv,5,5,0,0,0
walking_20260715_134140_20hz,walking,0,walking,4,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_134140_20hz.csv,5,5,0,0,0
walking_20260715_134154_20hz,walking,0,walking,3,sgkf_grouped_20260731_seed42_k4,data/staging/20260731_rebuild01/cleaned_csv/walking_20260715_134154_20hz.csv,5,5,0,0,0
